id,name,domain,category_vi,latitude,longitude,address,district,province,description,search_text
CB_00012,Saigon Ban Gioc Resort,Du lịch,khách sạn,22.8499778,106.7267091,"Tỉnh Lộ 206, Đàm Thủy, Trùng Khánh, Cao Bằng, 21825",Trùng Khánh,Cao Bằng,"Saigon Ban Gioc Resort là khách sạn tại Trùng Khánh, Cao Bằng.",Saigon Ban Gioc Resort Du lịch khách sạn Trùng Khánh Cao Bằng
CB_00013,Sugar Canes Drinks,Ẩm thực,quán cà phê,22.6701049,106.0840642,"Quốc Lộ 34, Minh Tâm, Nguyên Bình, Cao Bằng, 21525",Nguyên Bình,Cao Bằng,"Sugar Canes Drinks là quán cà phê tại Nguyên Bình, Cao Bằng.",Sugar Canes Drinks Ẩm thực quán cà phê Nguyên Bình Cao Bằng
CB_00014,Quang Bao,Ẩm thực,nhà hàng,22.9365379,105.5468418,"Quốc Lộ 34, Lý Bôn, Bảo Lâm, Cao Bằng, 21410",Bảo Lâm,Cao Bằng,"Quang Bao là nhà hàng tại Bảo Lâm, Cao Bằng.",Quang Bao Ẩm thực nhà hàng Bảo Lâm Cao Bằng
CB_00015,Khách sạn Bằng Giang,Du lịch,khách sạn,22.665625,106.26147,"Phố Thầu, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Khách sạn Bằng Giang là khách sạn tại Cao Bằng, Cao Bằng.",Khách sạn Bằng Giang Du lịch khách sạn Cao Bằng Cao Bằng
CB_00016,Sunny hotel,Du lịch,khách sạn,22.662954,106.2599488,"Đường Phai Khắt Nà Ngần, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Sunny hotel là khách sạn tại Cao Bằng, Cao Bằng.",Sunny hotel Du lịch khách sạn Cao Bằng Cao Bằng
CB_00017,Động Ngườm Ngao,Du lịch,địa điểm du lịch,22.8463574,106.7060495,"Đàm Thủy, Trùng Khánh, Cao Bằng",Trùng Khánh,Cao Bằng,"Động Ngườm Ngao là địa điểm du lịch tại Trùng Khánh, Cao Bằng.",Động Ngườm Ngao Du lịch địa điểm du lịch Trùng Khánh Cao Bằng
CB_00018,Duc Trung Hotel,Du lịch,khách sạn,22.6624517,106.2580845,"Phố Bế Văn Đàn, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Duc Trung Hotel là khách sạn tại Cao Bằng, Cao Bằng.",Duc Trung Hotel Du lịch khách sạn Cao Bằng Cao Bằng
CB_00019,Viet Hoang Guesthouse,Du lịch,khách sạn,22.9509548,105.6818719,"Quốc Lộ 34, Bảo Lạc, Cao Bằng, 21356",Bảo Lạc,Cao Bằng,"Viet Hoang Guesthouse là khách sạn tại Bảo Lạc, Cao Bằng.",Viet Hoang Guesthouse Du lịch khách sạn Bảo Lạc Cao Bằng
CB_00020,nha nghi Tính tức,Du lịch,khách sạn,22.6481937,105.8934051,"Quốc Lộ 34, Tĩnh Túc, Nguyên Bình, Cao Bằng, 21514",Nguyên Bình,Cao Bằng,"nha nghi Tính tức là khách sạn tại Nguyên Bình, Cao Bằng.",nha nghi Tính tức Du lịch khách sạn Nguyên Bình Cao Bằng
CB_00021,Banh My,Ẩm thực,quán thức ăn nhanh,22.6701395,106.252753,"QL 4A, Sông Hiến, Cao Bằng, 21110",Cao Bằng,Cao Bằng,"Banh My là quán thức ăn nhanh tại Cao Bằng, Cao Bằng.",Banh My Ẩm thực quán thức ăn nhanh Cao Bằng Cao Bằng
CB_00022,Pizza Chi,Ẩm thực,nhà hàng,22.6682301,106.2598088,"Phố Vườn Cam, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Pizza Chi là nhà hàng tại Cao Bằng, Cao Bằng.",Pizza Chi Ẩm thực nhà hàng Cao Bằng Cao Bằng
CB_00023,Ha Vuong,Du lịch,khách sạn,22.8527803,106.717951,"Nhà Nghỉ Tùng Dương, Tỉnh Lộ 206, Đàm Thủy, Trùng Khánh, Cao Bằng, 21825",Trùng Khánh,Cao Bằng,"Ha Vuong là khách sạn tại Trùng Khánh, Cao Bằng.",Ha Vuong Du lịch khách sạn Trùng Khánh Cao Bằng
CB_00024,Saigon Ban Gioc Restaurant,Ẩm thực,nhà hàng,22.8501006,106.7265335,"Tỉnh Lộ 206, Đàm Thủy, Trùng Khánh, Cao Bằng, 21825",Trùng Khánh,Cao Bằng,"Saigon Ban Gioc Restaurant là nhà hàng tại Trùng Khánh, Cao Bằng.",Saigon Ban Gioc Restaurant Ẩm thực nhà hàng Trùng Khánh Cao Bằng
CB_00025,Jeanne Hotel,Du lịch,khách sạn,22.6628214,106.2603174,"Yamaha, Đường Phai Khắt Nà Ngần, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Jeanne Hotel là khách sạn tại Cao Bằng, Cao Bằng.",Jeanne Hotel Du lịch khách sạn Cao Bằng Cao Bằng
CB_00026,Café Vườn Phố,Ẩm thực,quán cà phê,22.6621468,106.2596525,"Phố Kim Đồng, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Café Vườn Phố là quán cà phê tại Cao Bằng, Cao Bằng.",Café Vườn Phố Ẩm thực quán cà phê Cao Bằng Cao Bằng
CB_00027,Hoà Ganh Hotel,Du lịch,khách sạn,22.6616376,106.2597963,"Khách Sạn Hải Âu, Phố Thầu, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Hoà Ganh Hotel là khách sạn tại Cao Bằng, Cao Bằng.",Hoà Ganh Hotel Du lịch khách sạn Cao Bằng Cao Bằng
CB_00028,Ngọc Son Hotel,Du lịch,khách sạn,22.661716,106.2598169,"Khách Sạn Hải Âu, Phố Thầu, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Ngọc Son Hotel là khách sạn tại Cao Bằng, Cao Bằng.",Ngọc Son Hotel Du lịch khách sạn Cao Bằng Cao Bằng
CB_00029,Hùng Trinh BBQ,Ẩm thực,nhà hàng,22.6612045,106.2596454,"Phố Kim Đồng, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Hùng Trinh BBQ là nhà hàng tại Cao Bằng, Cao Bằng.",Hùng Trinh BBQ Ẩm thực nhà hàng Cao Bằng Cao Bằng
CB_00030,Ngọc Son Hotel,Du lịch,khách sạn,22.6617669,106.2598308,"Phố Kim Đồng, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Ngọc Son Hotel là khách sạn tại Cao Bằng, Cao Bằng.",Ngọc Son Hotel Du lịch khách sạn Cao Bằng Cao Bằng
CB_00031,Hải Au Hotel,Du lịch,khách sạn,22.6614107,106.2597206,"Khách Sạn Hải Âu, Phố Thầu, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Hải Au Hotel là khách sạn tại Cao Bằng, Cao Bằng.",Hải Au Hotel Du lịch khách sạn Cao Bằng Cao Bằng
CB_00032,Thành Hội,Ẩm thực,quán cà phê,22.6627632,106.2602856,"Yamaha, Đường Phai Khắt Nà Ngần, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Thành Hội là quán cà phê tại Cao Bằng, Cao Bằng.",Thành Hội Ẩm thực quán cà phê Cao Bằng Cao Bằng
CB_00033,Kim Động hotel,Du lịch,khách sạn,22.6612879,106.2596787,"Phố Kim Đồng, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Kim Động hotel là khách sạn tại Cao Bằng, Cao Bằng.",Kim Động hotel Du lịch khách sạn Cao Bằng Cao Bằng
CB_00034,Hoa Hông,Du lịch,khách sạn,22.6648394,106.261019,"Nhà Nghỉ Hoa Hồng, Đường Phai Khắt Nà Ngần, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Hoa Hông là khách sạn tại Cao Bằng, Cao Bằng.",Hoa Hông Du lịch khách sạn Cao Bằng Cao Bằng
CB_00035,Ban gioc Coffee,Ẩm thực,quán cà phê,22.6632549,106.2600709,"Đường Phai Khắt Nà Ngần, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Ban gioc Coffee là quán cà phê tại Cao Bằng, Cao Bằng.",Ban gioc Coffee Ẩm thực quán cà phê Cao Bằng Cao Bằng
CB_00036,Sơn từng Hotel,Du lịch,khách sạn,22.6638114,106.2596599,"Phố Hồng Việt, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Sơn từng Hotel là khách sạn tại Cao Bằng, Cao Bằng.",Sơn từng Hotel Du lịch khách sạn Cao Bằng Cao Bằng
CB_00037,Hoa Việt Hotel,Du lịch,khách sạn,22.6663595,106.2608341,"Phố Vườn Cam, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Hoa Việt Hotel là khách sạn tại Cao Bằng, Cao Bằng.",Hoa Việt Hotel Du lịch khách sạn Cao Bằng Cao Bằng
CB_00038,Hang Nga Hotel,Du lịch,khách sạn,22.6647103,106.2611603,"Phố Thầu, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Hang Nga Hotel là khách sạn tại Cao Bằng, Cao Bằng.",Hang Nga Hotel Du lịch khách sạn Cao Bằng Cao Bằng
CB_00039,Coffee 89,Ẩm thực,quán cà phê,22.664804,106.2592314,"Phố Đàm Quang Trung, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Coffee 89 là quán cà phê tại Cao Bằng, Cao Bằng.",Coffee 89 Ẩm thực quán cà phê Cao Bằng Cao Bằng
CB_00040,Nam Hoa Quán,Ẩm thực,nhà hàng,22.6630718,106.258396,"Phố Nguyễn Du, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Nam Hoa Quán là nhà hàng tại Cao Bằng, Cao Bằng.",Nam Hoa Quán Ẩm thực nhà hàng Cao Bằng Cao Bằng
CB_00041,Kaly Hotel,Du lịch,khách sạn,22.6461348,106.1920327,"Đèo Tài Hồ Sìn, Bạch Đằng, Hòa An, Cao Bằng, 21166",Hòa An,Cao Bằng,"Kaly Hotel là khách sạn tại Hòa An, Cao Bằng.",Kaly Hotel Du lịch khách sạn Hòa An Cao Bằng
CB_00042,Karaoke Ruby,Ẩm thực,quán bar,22.7394423,106.14884,"Đường Hồ Chí Minh, Nước Hai, Hòa An, Cao Bằng, 21156",Hòa An,Cao Bằng,"Karaoke Ruby là quán bar tại Hòa An, Cao Bằng.",Karaoke Ruby Ẩm thực quán bar Hòa An Cao Bằng
CB_00043,Tượng đài chiến thắng Đông Khê,Du lịch,địa điểm du lịch,22.4298468,106.4331554,"Tỉnh Lộ 208, Đông Khê, Thạch An, Cao Bằng, 21606",Thạch An,Cao Bằng,"Tượng đài chiến thắng Đông Khê là địa điểm du lịch tại Thạch An, Cao Bằng.",Tượng đài chiến thắng Đông Khê Du lịch địa điểm du lịch Thạch An Cao Bằng
CB_00044,Huong Thinh,Ẩm thực,nhà hàng,22.6671373,106.2570266,"Phố Xuân Trường, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Huong Thinh là nhà hàng tại Cao Bằng, Cao Bằng.",Huong Thinh Ẩm thực nhà hàng Cao Bằng Cao Bằng
CB_00045,Khách Sạn DUY HƯƠNG,Du lịch,khách sạn,22.6932987,106.4431637,"Nhà Hàng Trúc Lâm, Tỉnh Lộ 206, Quảng Uyên, Cao Bằng, 21906",Quảng Uyên,Cao Bằng,"Khách Sạn DUY HƯƠNG là khách sạn tại Quảng Uyên, Cao Bằng.",Khách Sạn DUY HƯƠNG Du lịch khách sạn Quảng Uyên Cao Bằng
CB_00046,Tuyet Niem,Du lịch,khách sạn,22.6870171,106.4395346,"Quốc Lộ 3, Chí Thảo, Quảng Uyên, Cao Bằng, 21921",Quảng Uyên,Cao Bằng,"Tuyet Niem là khách sạn tại Quảng Uyên, Cao Bằng.",Tuyet Niem Du lịch khách sạn Quảng Uyên Cao Bằng
CB_00047,M-box,Ẩm thực,nhà hàng,22.6610636,106.2596012,"Điện Máy Đống Đa, Phố Kim Đồng, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"M-box là nhà hàng tại Cao Bằng, Cao Bằng.",M-box Ẩm thực nhà hàng Cao Bằng Cao Bằng
CB_00048,Thùy Dương 2 Hotel,Du lịch,khách sạn,22.9480438,105.6827602,"ĐT.217, Bảo Lạc, Cao Bằng, 21356",Bảo Lạc,Cao Bằng,"Thùy Dương 2 Hotel là khách sạn tại Bảo Lạc, Cao Bằng.",Thùy Dương 2 Hotel Du lịch khách sạn Bảo Lạc Cao Bằng
CB_00049,Kieu Trang,Ẩm thực,nhà hàng,22.6886277,106.4427314,"Tỉnh Lộ 206, Quảng Uyên, Cao Bằng, 21906",Quảng Uyên,Cao Bằng,"Kieu Trang là nhà hàng tại Quảng Uyên, Cao Bằng.",Kieu Trang Ẩm thực nhà hàng Quảng Uyên Cao Bằng
CB_00050,Khách sạn Thành Loan,Du lịch,khách sạn,22.6503107,106.2712665,"Đường Quốc Lộ 4A, Tân Giang, Cao Bằng, 21112",Cao Bằng,Cao Bằng,"Khách sạn Thành Loan là khách sạn tại Cao Bằng, Cao Bằng.",Khách sạn Thành Loan Du lịch khách sạn Cao Bằng Cao Bằng
CB_00051,Thiện Tài,Du lịch,nhà nghỉ,22.8340989,106.5236596,"Tỉnh Lộ 211, Trùng Khánh, Cao Bằng, 21806",Trùng Khánh,Cao Bằng,"Thiện Tài là nhà nghỉ tại Trùng Khánh, Cao Bằng.",Thiện Tài Du lịch nhà nghỉ Trùng Khánh Cao Bằng
CB_00052,Cháo dinh dưỡng thanh thảo,Ẩm thực,quán thức ăn nhanh,22.8332622,106.5227196,"Tỉnh Lộ 206, Trùng Khánh, Cao Bằng, 21806",Trùng Khánh,Cao Bằng,"Cháo dinh dưỡng thanh thảo là quán thức ăn nhanh tại Trùng Khánh, Cao Bằng.",Cháo dinh dưỡng thanh thảo Ẩm thực quán thức ăn nhanh Trùng Khánh Cao Bằng
CB_00053,Kieu Thanh Nguyet,Du lịch,khách sạn,22.8578759,106.7054171,"Tỉnh Lộ 206, Đàm Thủy, Trùng Khánh, Cao Bằng, 21825",Trùng Khánh,Cao Bằng,"Kieu Thanh Nguyet là khách sạn tại Trùng Khánh, Cao Bằng.",Kieu Thanh Nguyet Du lịch khách sạn Trùng Khánh Cao Bằng
CB_00054,Hoà An Hotel,Du lịch,khách sạn,22.683969,106.2187459,"Đường Phai Khắt Nà Ngần, Đề Thám, Cao Bằng, 21109",Cao Bằng,Cao Bằng,"Hoà An Hotel là khách sạn tại Cao Bằng, Cao Bằng.",Hoà An Hotel Du lịch khách sạn Cao Bằng Cao Bằng
CB_00055,Com Binh Dan,Ẩm thực,nhà hàng,22.6638917,106.2573856,"Sở Tài Nguyên Môi Trường Tỉnh Cao Bằng, Phố Bế Văn Đàn, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Com Binh Dan là nhà hàng tại Cao Bằng, Cao Bằng.",Com Binh Dan Ẩm thực nhà hàng Cao Bằng Cao Bằng
CB_00056,Khach san bao van,Du lịch,khách sạn,22.4321731,106.4303961,"Đường Quốc Lộ 4A, Đông Khê, Thạch An, Cao Bằng, 21606",Thạch An,Cao Bằng,"Khach san bao van là khách sạn tại Thạch An, Cao Bằng.",Khach san bao van Du lịch khách sạn Thạch An Cao Bằng
CB_00057,Homestay Kieu Linh,Du lịch,nhà khách/homestay,22.6971294,106.4417114,"Quốc Lộ 3, Quảng Uyên, Cao Bằng, 21906",Quảng Uyên,Cao Bằng,"Homestay Kieu Linh là nhà khách/homestay tại Quảng Uyên, Cao Bằng.",Homestay Kieu Linh Du lịch nhà khách/homestay Quảng Uyên Cao Bằng
CB_00058,Com,Ẩm thực,nhà hàng,22.6679349,106.2599425,"Phố Vườn Cam, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Com là nhà hàng tại Cao Bằng, Cao Bằng.",Com Ẩm thực nhà hàng Cao Bằng Cao Bằng
CB_00059,Tùng Duong,Du lịch,nhà khách/homestay,22.8531984,106.7179056,"Tỉnh Lộ 206, Đàm Thủy, Trùng Khánh, Cao Bằng, 21825",Trùng Khánh,Cao Bằng,"Tùng Duong là nhà khách/homestay tại Trùng Khánh, Cao Bằng.",Tùng Duong Du lịch nhà khách/homestay Trùng Khánh Cao Bằng
CB_00060,Chợ Tân Giang,Du lịch,chợ truyền thống,22.6534056,106.2689428,"Đường Đông Khê, Tân Giang, Cao Bằng, 21112",Cao Bằng,Cao Bằng,"Chợ Tân Giang là chợ truyền thống tại Cao Bằng, Cao Bằng.",Chợ Tân Giang Du lịch chợ truyền thống Cao Bằng Cao Bằng
CB_00061,The Gioi Lau,Ẩm thực,nhà hàng,22.6506754,105.9755444,"Quốc Lộ 34, Nguyên Bình, Cao Bằng, 21506",Nguyên Bình,Cao Bằng,"The Gioi Lau là nhà hàng tại Nguyên Bình, Cao Bằng.",The Gioi Lau Ẩm thực nhà hàng Nguyên Bình Cao Bằng
CB_00062,Chợ Trung tâm,Du lịch,chợ truyền thống,22.9470418,105.6807396,"ĐT.217, Bảo Lạc, Cao Bằng, 21356",Bảo Lạc,Cao Bằng,"Chợ Trung tâm là chợ truyền thống tại Bảo Lạc, Cao Bằng.",Chợ Trung tâm Du lịch chợ truyền thống Bảo Lạc Cao Bằng
CB_00063,Random Guesthouse,Du lịch,nhà khách/homestay,22.9005581,106.2238151,"Đường Quốc Lộ 4A, Tổng Cọt, Hà Quảng, Cao Bằng, 21224",Hà Quảng,Cao Bằng,"Random Guesthouse là nhà khách/homestay tại Hà Quảng, Cao Bằng.",Random Guesthouse Du lịch nhà khách/homestay Hà Quảng Cao Bằng
CB_00064,Cao bang,Ẩm thực,nhà hàng,22.6674889,106.2613241,"Đường Phai Khắt Nà Ngần, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Cao bang là nhà hàng tại Cao Bằng, Cao Bằng.",Cao bang Ẩm thực nhà hàng Cao Bằng Cao Bằng
CB_00065,Random Guesthouse,Du lịch,nhà khách/homestay,22.9149018,105.909795,"Đường Tỉnh Lộ 204, Cần Yên, Hà Quảng, Cao Bằng, 21310",Hà Quảng,Cao Bằng,"Random Guesthouse là nhà khách/homestay tại Hà Quảng, Cao Bằng.",Random Guesthouse Du lịch nhà khách/homestay Hà Quảng Cao Bằng
CB_00066,Pizza!!,Ẩm thực,quán thức ăn nhanh,22.7766237,105.9837543,"Thông Nông, Hà Quảng, Cao Bằng",Hà Quảng,Cao Bằng,"Pizza!! là quán thức ăn nhanh tại Hà Quảng, Cao Bằng.",Pizza!! Ẩm thực quán thức ăn nhanh Hà Quảng Cao Bằng
CB_00067,Nha Nghi,Du lịch,khách sạn,22.9398244,105.6724587,"Bảo Lạc, Cao Bằng",Bảo Lạc,Cao Bằng,"Nha Nghi là khách sạn tại Bảo Lạc, Cao Bằng.",Nha Nghi Du lịch khách sạn Bảo Lạc Cao Bằng
CB_00068,Vietnamese restaurant,Ẩm thực,nhà hàng,22.836797,106.5267316,"Nhà Nghỉ Trung Hiếu, Tỉnh Lộ 211, Trùng Khánh, Cao Bằng, 21806",Trùng Khánh,Cao Bằng,"Vietnamese restaurant là nhà hàng tại Trùng Khánh, Cao Bằng.",Vietnamese restaurant Ẩm thực nhà hàng Trùng Khánh Cao Bằng
CB_00069,KHUOI KY homestay,Du lịch,khách sạn,22.8540302,106.7012341,"Đàm Thủy, Trùng Khánh, Cao Bằng",Trùng Khánh,Cao Bằng,"KHUOI KY homestay là khách sạn tại Trùng Khánh, Cao Bằng.",KHUOI KY homestay Du lịch khách sạn Trùng Khánh Cao Bằng
CB_00070,Phó Vi Thiêm,Ẩm thực,nhà hàng,22.6671825,106.2567108,"Phố Bế Văn Đàn, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Phó Vi Thiêm là nhà hàng tại Cao Bằng, Cao Bằng.",Phó Vi Thiêm Ẩm thực nhà hàng Cao Bằng Cao Bằng
CB_00071,So Oanh Hotel,Du lịch,khách sạn,22.8536285,106.7160048,"Tỉnh Lộ 206, Đàm Thủy, Trùng Khánh, Cao Bằng, 21825",Trùng Khánh,Cao Bằng,"So Oanh Hotel là khách sạn tại Trùng Khánh, Cao Bằng.",So Oanh Hotel Du lịch khách sạn Trùng Khánh Cao Bằng
CB_00072,nha,Ẩm thực,nhà hàng,22.9517708,105.6815119,"Nhà Hàng Bảo Khánh, Quốc Lộ 34, Bảo Lạc, Cao Bằng, 21356",Bảo Lạc,Cao Bằng,"nha là nhà hàng tại Bảo Lạc, Cao Bằng.",nha Ẩm thực nhà hàng Bảo Lạc Cao Bằng
CB_00073,Quang Nam. 220.000 per room,Du lịch,khách sạn,22.6957761,106.4428029,"Quốc Lộ 3, Quảng Uyên, Cao Bằng, 21906",Quảng Uyên,Cao Bằng,"Quang Nam. 220.000 per room là khách sạn tại Quảng Uyên, Cao Bằng.",Quang Nam. 220.000 per room Du lịch khách sạn Quảng Uyên Cao Bằng
CB_00074,Tuan Hien,Du lịch,khách sạn,22.6903757,106.4427741,"Tỉnh Lộ 206, Quảng Uyên, Cao Bằng, 21906",Quảng Uyên,Cao Bằng,"Tuan Hien là khách sạn tại Quảng Uyên, Cao Bằng.",Tuan Hien Du lịch khách sạn Quảng Uyên Cao Bằng
CB_00075,Hai Au,Du lịch,khách sạn,22.6896779,106.4427066,"Tỉnh Lộ 206, Quảng Uyên, Cao Bằng, 21906",Quảng Uyên,Cao Bằng,"Hai Au là khách sạn tại Quảng Uyên, Cao Bằng.",Hai Au Du lịch khách sạn Quảng Uyên Cao Bằng
CB_00076,ruby,Du lịch,khách sạn,22.4888601,106.571978,"Đường Quốc Lộ 3, Tà Lùng, Quảng Uyên, Cao Bằng, 21664",Quảng Uyên,Cao Bằng,"ruby là khách sạn tại Quảng Uyên, Cao Bằng.",ruby Du lịch khách sạn Quảng Uyên Cao Bằng
CB_00077,Quản Cà Phê,Ẩm thực,quán cà phê,22.6900218,106.4426558,"Tỉnh Lộ 206, Quảng Uyên, Cao Bằng, 21906",Quảng Uyên,Cao Bằng,"Quản Cà Phê là quán cà phê tại Quảng Uyên, Cao Bằng.",Quản Cà Phê Ẩm thực quán cà phê Quảng Uyên Cao Bằng
CB_00078,Đà Điểu,Ẩm thực,nhà hàng,22.6773149,106.2368754,"Đường Phai Khắt Nà Ngần, Sông Hiến, Cao Bằng, 21110",Cao Bằng,Cao Bằng,"Đà Điểu là nhà hàng tại Cao Bằng, Cao Bằng.",Đà Điểu Ẩm thực nhà hàng Cao Bằng Cao Bằng
CB_00079,Chay,Ẩm thực,nhà hàng,22.6800283,106.2227618,"Đường Quốc Lộ 3, Đề Thám, Cao Bằng, 21109",Cao Bằng,Cao Bằng,"Chay là nhà hàng tại Cao Bằng, Cao Bằng.",Chay Ẩm thực nhà hàng Cao Bằng Cao Bằng
CB_00080,Vi Hoang,Du lịch,khách sạn,22.6698799,106.2591261,"Phố Bằng Giang, Hợp Giang, Cao Bằng, 21106",Cao Bằng,Cao Bằng,"Vi Hoang là khách sạn tại Cao Bằng, Cao Bằng.",Vi Hoang Du lịch khách sạn Cao Bằng Cao Bằng
CB_00081,tuyet tinh coc,Du lịch,địa điểm du lịch,22.7562763,106.3237201,"Quốc Toản, Quảng Uyên, Cao Bằng",Quảng Uyên,Cao Bằng,"tuyet tinh coc là địa điểm du lịch tại Quảng Uyên, Cao Bằng.",tuyet tinh coc Du lịch địa điểm du lịch Quảng Uyên Cao Bằng
CB_00082,Hong Hung Hotel,Du lịch,nhà nghỉ,22.833701,105.4930073,"Quốc Lộ 34, Pác Miầu, Bảo Lâm, Cao Bằng, 21406",Bảo Lâm,Cao Bằng,"Hong Hung Hotel là nhà nghỉ tại Bảo Lâm, Cao Bằng.",Hong Hung Hotel Du lịch nhà nghỉ Bảo Lâm Cao Bằng
