text,intent
Phở Hòa Pasteur ở đâu,tim_mon_an
Phở Lệ quán nào ngon,tim_mon_an
Phở tái lăn Sài Gòn,tim_mon_an
Phở bò viên Sài Gòn,tim_mon_an
Phở gà Tân Bình,tim_mon_an
Quán phở ngon Sài Gòn,tim_mon_an
Phở Hùng quán nào,tim_mon_an
Phở Quỳnh Sài Gòn,tim_mon_an
Gỏi cuốn Sài Gòn,tim_mon_an
Gỏi cuốn tôm thịt ngon,tim_mon_an
Gỏi cuốn chả giò Sài Gòn,tim_mon_an
Gỏi cuốn bò nướng,tim_mon_an
Gỏi cuốn hải sản Sài Gòn,tim_mon_an
Quán gỏi cuốn ngon Sài Gòn,tim_mon_an
Gỏi cuốn rau sống Sài Gòn,tim_mon_an
Gỏi cuốn chay Sài Gòn,tim_mon_an
Gỏi cuốn tôm nướng,tim_mon_an
Gỏi cuốn thịt nướng Sài Gòn,tim_mon_an
Bánh xèo Sài Gòn ở đâu,tim_mon_an
Bánh xèo miền Tây Sài Gòn,tim_mon_an
Bánh xèo tôm thịt ngon,tim_mon_an
Bánh xèo giòn Sài Gòn,tim_mon_an
Quán bánh xèo ngon Sài Gòn,tim_mon_an
Bánh xèo Mười Xiềng,tim_mon_an
Bánh xèo Bà Dưỡng ở đâu,tim_mon_an
Bánh xèo chay Sài Gòn,tim_mon_an
Bánh xèo hải sản Sài Gòn,tim_mon_an
Bánh xèo bò nướng,tim_mon_an
Lẩu Thái Sài Gòn ngon,tim_mon_an
Lẩu bò Sài Gòn quán nào,tim_mon_an
Lẩu hải sản Sài Gòn,tim_mon_an
Lẩu nấm Sài Gòn ở đâu,tim_mon_an
Lẩu cá Sài Gòn ngon,tim_mon_an
Lẩu gà lá é Sài Gòn,tim_mon_an
Lẩu riêu cua Sài Gòn,tim_mon_an
Quán lẩu ngon Sài Gòn,tim_mon_an
Lẩu Phan ở đâu,tim_mon_an
Lẩu bò nhúng dấm Sài Gòn,tim_mon_an
Bánh canh cua Sài Gòn,tim_mon_an
Bánh canh chả cá ngon,tim_mon_an
Bánh canh giò heo Sài Gòn,tim_mon_an
Bánh canh Trảng Bàng,tim_mon_an
Quán bánh canh ngon Sài Gòn,tim_mon_an
Bánh canh bột lọc Sài Gòn,tim_mon_an
Bánh canh hải sản,tim_mon_an
Bánh canh tôm cua Sài Gòn,tim_mon_an
Bánh canh gà Sài Gòn,tim_mon_an
Bánh canh bò viên,tim_mon_an
Cháo lòng Sài Gòn ngon,tim_mon_an
Cháo vịt Sài Gòn quán nào,tim_mon_an
Cháo cá Sài Gòn ở đâu,tim_mon_an
Cháo gà Sài Gòn ngon,tim_mon_an
Cháo hải sản Sài Gòn,tim_mon_an
Quán cháo ngon Sài Gòn,tim_mon_an
Cháo sườn Sài Gòn,tim_mon_an
Cháo bò Sài Gòn quán nào,tim_mon_an
Cháo trai Sài Gòn,tim_mon_an
Cháo ếch Singapore Sài Gòn,tim_mon_an
Mì Quảng Sài Gòn ngon,tim_mon_an
Mì vịt tiềm Sài Gòn,tim_mon_an
Mì hoành thánh Sài Gòn,tim_mon_an
Mì xào giòn Sài Gòn,tim_mon_an
Mì gà tần Sài Gòn,tim_mon_an
Quán mì ngon Sài Gòn,tim_mon_an
Mì Ý Sài Gòn ở đâu,tim_mon_an
Mì cay Sài Gòn quán nào,tim_mon_an
Mì hải sản Sài Gòn,tim_mon_an
Mì trộn Sài Gòn ngon,tim_mon_an
Chè Sài Gòn ngon,tim_mon_an
Chè thập cẩm Sài Gòn,tim_mon_an
Chè bưởi Sài Gòn quán nào,tim_mon_an
Chè khúc bạch Sài Gòn,tim_mon_an
Chè đậu đỏ Sài Gòn,tim_mon_an
Quán chè ngon Sài Gòn,tim_mon_an
Chè sương sa hạt lựu,tim_mon_an
Chè ba màu Sài Gòn,tim_mon_an
Chè bà ba Sài Gòn,tim_mon_an
Chè Thái Sài Gòn ở đâu,tim_mon_an
Ốc Sài Gòn quán nào ngon,tim_mon_an
Ốc hấp sả Sài Gòn,tim_mon_an
Ốc xào dừa Sài Gòn,tim_mon_an
Ốc nhồi thịt Sài Gòn,tim_mon_an
Ốc len xào Sài Gòn,tim_mon_an
Quán ốc ngon Sài Gòn,tim_mon_an
Ốc móng tay Sài Gòn,tim_mon_an
Ốc hương Sài Gòn ở đâu,tim_mon_an
Ốc bươu nướng tiêu,tim_mon_an
Ốc gạo Sài Gòn ngon,tim_mon_an
Thịt nướng Sài Gòn ngon,tim_mon_an
Sườn nướng Sài Gòn quán nào,tim_mon_an
Bò nướng lá lốt Sài Gòn,tim_mon_an
Gà nướng Sài Gòn ở đâu,tim_mon_an
Hải sản nướng Sài Gòn,tim_mon_an
Quán nướng ngon Sài Gòn,tim_mon_an
Cá nướng Sài Gòn,tim_mon_an
Mực nướng Sài Gòn quán nào,tim_mon_an
Tôm nướng Sài Gòn,tim_mon_an
Sườn nướng BBQ Sài Gòn,tim_mon_an
Xôi Sài Gòn ngon,tim_mon_an
Bánh cuốn Sài Gòn quán nào,tim_mon_an
Bánh bột lọc Sài Gòn,tim_mon_an
Bánh bèo Sài Gòn ở đâu,tim_mon_an
Bánh ít trần Sài Gòn,tim_mon_an
Nem nướng Sài Gòn ngon,tim_mon_an
Chả giò Sài Gòn quán nào,tim_mon_an
Bánh khọt Sài Gòn,tim_mon_an
Bánh tráng trộn Sài Gòn,tim_mon_an
Bánh flan Sài Gòn ngon,tim_mon_an
Chợ Bến Thành mua gì,tim_dia_diem
Chợ Bình Tây có gì,tim_dia_diem
Chợ An Đông Sài Gòn,tim_dia_diem
Chợ Tân Định ở đâu,tim_dia_diem
Chợ Cũ Sài Gòn,tim_dia_diem
Chợ Hoa Hồ Thị Kỷ,tim_dia_diem
Chợ Lớn Sài Gòn,tim_dia_diem
Chợ Thủ Đức ở đâu,tim_dia_diem
Chợ Gò Vấp Sài Gòn,tim_dia_diem
Chợ đêm Sài Gòn quận nào,tim_dia_diem
Nhà thờ Đức Bà đẹp không,tim_dia_diem
Nhà thờ Tân Định Sài Gòn,tim_dia_diem
Nhà thờ Cha Tam ở đâu,tim_dia_diem
Nhà thờ Huyện Sỹ Sài Gòn,tim_dia_diem
Nhà thờ Thủ Thiêm,tim_dia_diem
Nhà thờ Chợ Quán Sài Gòn,tim_dia_diem
Nhà thờ Bùi Chu ở đâu,tim_dia_diem
Nhà thờ Hòn Đất Sài Gòn,tim_dia_diem
Nhà thờ Phú Nhuận,tim_dia_diem
Nhà thờ Thánh Thất Cao Đài,tim_dia_diem
Bảo tàng Chứng tích chiến tranh,tim_dia_diem
Bảo tàng Lịch sử Việt Nam,tim_dia_diem
Bảo tàng Mỹ thuật Sài Gòn,tim_dia_diem
Bảo tàng Áo dài ở đâu,tim_dia_diem
Bảo tàng Hồ Chí Minh,tim_dia_diem
Bảo tàng Thành phố Sài Gòn,tim_dia_diem
Bảo tàng Tôn Đức Thắng,tim_dia_diem
Bảo tàng Phụ nữ Nam Bộ,tim_dia_diem
Bảo tàng Lịch sử quân sự,tim_dia_diem
Bảo tàng Văn hóa các dân tộc,tim_dia_diem
Công viên Tao Đàn,tim_dia_diem
Công viên Gia Định Sài Gòn,tim_dia_diem
Công viên 23/9 ở đâu,tim_dia_diem
Công viên Lê Văn Tám,tim_dia_diem
Công viên Hoàng Văn Thụ,tim_dia_diem
Công viên Văn hóa Đầm Sen,tim_dia_diem
Công viên Thảo Cầm Viên,tim_dia_diem
Công viên Phú Lâm ở đâu,tim_dia_diem
Công viên Ấn Tượng Hội An,tim_dia_diem
Công viên Vinhomes Central Park,tim_dia_diem
Phố đi bộ Nguyễn Huệ,tim_dia_diem
Phố đi bộ Bùi Viện Sài Gòn,tim_dia_diem
Phố sách Nguyễn Văn Bình,tim_dia_diem
Phố ẩm thực Nguyễn Trãi,tim_dia_diem
Phố Tây Bùi Viện ở đâu,tim_dia_diem
Phố đi bộ Thủ Đức,tim_dia_diem
Phố ẩm thực Vĩnh Khánh,tim_dia_diem
Phố Nhật Lê Thánh Tôn,tim_dia_diem
Phố Hàn Quốc Sài Gòn,tim_dia_diem
Phố cổ Sài Gòn ở đâu,tim_dia_diem
Suối Tiên Sài Gòn vui không,tim_dia_diem
Đầm Sen Sài Gòn ở đâu,tim_dia_diem
Thảo Cầm Viên Sài Gòn,tim_dia_diem
Công viên nước Đầm Sen,tim_dia_diem
Khu du lịch Bình Quới,tim_dia_diem
Khu du lịch Cần Giờ,tim_dia_diem
Landmark 81 Sài Gòn,tim_dia_diem
Bitexco Financial Tower,tim_dia_diem
Saigon Zoo ở đâu,tim_dia_diem
Khu vui chơi Giga Mall,tim_dia_diem
Dinh Độc Lập tham quan,tim_dia_diem
Địa đạo Củ Chi tham quan,tim_dia_diem
Bưu điện Sài Gòn cổ kính,tim_dia_diem
Nhà hát Thành phố Sài Gòn,tim_dia_diem
Dinh Thống Nhất ở đâu,tim_dia_diem
Hội trường Thống Nhất,tim_dia_diem
Bến Nhà Rồng Sài Gòn,tim_dia_diem
Căn cứ Củ Chi ở đâu,tim_dia_diem
Lăng Ông Bổn Sài Gòn,tim_dia_diem
Chùa Vĩnh Nghiêm Sài Gòn,tim_dia_diem
Chùa Vĩnh Nghiêm Sài Gòn,tim_dia_diem
Chùa Giác Lâm ở đâu,tim_dia_diem
Chùa Xá Lợi Sài Gòn,tim_dia_diem
Chùa Bà Thiên Hậu,tim_dia_diem
Chùa Ông Bổn Sài Gòn,tim_dia_diem
Chùa Phước Hải ở đâu,tim_dia_diem
Chùa Pháp Hoa Sài Gòn,tim_dia_diem
Chùa Ngọc Hoàng,tim_dia_diem
Chùa Quan Âm Sài Gòn,tim_dia_diem
Chùa Bửu Long ở đâu,tim_dia_diem
Sông Sài Gòn du thuyền,tim_dia_diem
Bến Bạch Đằng Sài Gòn,tim_dia_diem
Kênh Nhiêu Lộc ở đâu,tim_dia_diem
Rạch Bến Nghé Sài Gòn,tim_dia_diem
Cầu Ánh Sao Sài Gòn,tim_dia_diem
Cầu Thủ Thiêm ở đâu,tim_dia_diem
Cầu Phú Mỹ Sài Gòn,tim_dia_diem
Bến Ninh Kiều Sài Gòn,tim_dia_diem
Cảng Nhà Rồng ở đâu,tim_dia_diem
Sông Vàm Cỏ Đông,tim_dia_diem
Sài Gòn có địa điểm nào đẹp,tim_dia_diem
Sài Gòn đi đâu chơi,tim_dia_diem
Sài Gòn tham quan gì,tim_dia_diem
Sài Gòn có gì vui,tim_dia_diem
Sài Gòn check in đâu đẹp,tim_dia_diem
Sài Gòn chụp ảnh ở đâu,tim_dia_diem
Sài Gòn hẹn hò đâu,tim_dia_diem
Sài Gòn đi chơi cuối tuần,tim_dia_diem
Sài Gòn du lịch 1 ngày,tim_dia_diem
Sài Gòn về đêm đi đâu,tim_dia_diem
Hôm nay Sài Gòn có mưa không,hoi_thoi_tiet
Hôm nay Sài Gòn thời tiết thế nào,hoi_thoi_tiet
Sài Gòn có mưa không,hoi_thoi_tiet
Sài Gòn nóng quá,hoi_thoi_tiet
Sài Gòn nắng không,hoi_thoi_tiet
Sài Gòn mưa to không,hoi_thoi_tiet
Sài Gòn nhiệt độ bao nhiêu,hoi_thoi_tiet
Sài Gòn trời mát không,hoi_thoi_tiet
Sài Gòn có nắng không,hoi_thoi_tiet
Sài Gòn thời tiết hôm nay,hoi_thoi_tiet
Sài Gòn có bão không,hoi_thoi_tiet
Sài Gòn mưa dông không,hoi_thoi_tiet
Sài Gòn oi bức không,hoi_thoi_tiet
Sài Gòn có lạnh không,hoi_thoi_tiet
Sài Gòn thời tiết tuần này,hoi_thoi_tiet
Địa điểm ăn bánh mì Sài Gòn,tim_mon_an
Địa điểm ăn cơm tấm Sài Gòn,tim_mon_an
Địa điểm ăn phở Sài Gòn,tim_mon_an
Địa điểm ăn bánh xèo Sài Gòn,tim_mon_an
Địa điểm ăn hủ tiếu Sài Gòn,tim_mon_an
Địa điểm ăn bún thịt nướng,tim_mon_an
Địa điểm ăn bánh canh,tim_mon_an
Quán bánh mì ngon Sài Gòn,tim_mon_an
Quán cơm tấm ngon Sài Gòn,tim_mon_an
Quán phở ngon Sài Gòn,tim_mon_an
Quán hủ tiếu ngon Sài Gòn,tim_mon_an
Quán bánh xèo ngon Sài Gòn,tim_mon_an
Ăn bánh mì ở đâu Sài Gòn,tim_mon_an
Ăn cơm tấm ở đâu Sài Gòn,tim_mon_an
Ăn phở ở đâu Sài Gòn,tim_mon_an
Ăn hủ tiếu ở đâu Sài Gòn,tim_mon_an
Ăn bánh canh ở đâu Sài Gòn,tim_mon_an
